"BBQ Beef - Small Original Pan Slice","150.0","54","17","0"
"BBQ Beef - Small Thin 'N Crispy Slice","120.0","41","15","0"
"BBQ Chicken (w/ cheddar cheese) - Personal Pan Pizza Slice","150.0","54","18","0"
"BBQ Chicken *Local Specialty* - Large Hand Tossed Slice","290.0","72","40","0"
"BBQ Chicken *Local Specialty* - Large Original Pan Slice","370.0","135","42","0"
"BBQ Chicken *Local Specialty* - Large Original Stuffed Crust Slice","340.0","108","41","0"
"BBQ Chicken *Local Specialty* - Large Thin 'N Crispy Slice","270.0","72","35","0"
"BBQ Chicken *Local Specialty* - Medium Hand Tossed Slice","220.0","54","30","0"
"BBQ Chicken *Local Specialty* - Medium Original Pan Slice","260.0","81","33","0"
"BBQ Chicken *Local Specialty* - Medium Thin 'N Crispy Slice","200.0","54","27","0"
"BBQ Chicken *Local Specialty* - Personal Pan Pizza Slice","180.0","45","25","0"
"BBQ Chicken *Local Specialty* - Rectangle Slice","250.0","72","34","0"
"BBQ Chicken *Local Specialty* - Small Hand Tossed Slice","140.0","32","20","0"
"BBQ Chicken *Local Specialty* - Small Original Pan Slice","150.0","45","20","0"
"BBQ Chicken *Local Specialty* - Small Thin 'N Crispy Slice","120.0","27","17","0"
"BBQ Chicken - Small Express Hand Tossed Pizza","260.0","81","34","0"
"BBQ Chicken - Small Express Thin 'N Crispy Pizza","230.0","72","27","0"
"BBQ Lover's *Local Specialty* - Large Hand Tossed Slice","330.0","117","40","0"
"BBQ Lover's *Local Specialty* - Large Original Pan Slice","410.0","180","42","0"
"BBQ Lover's *Local Specialty* - Large Original Stuffed Crust Slice","370.0","144","41","0"
"BBQ Lover's *Local Specialty* - Large Thin 'N Crispy Slice","310.0","117","35","0"
"BBQ Lover's *Local Specialty* - Medium Hand Tossed Slice","240.0","81","30","0"
"BBQ Lover's *Local Specialty* - Medium Original Pan Slice","290.0","108","33","0"
"BBQ Lover's *Local Specialty* - Medium Thin 'N Crispy Slice","230.0","81","27","0"
"BBQ Lover's *Local Specialty* - Personal Pan Pizza Slice","200.0","72","25","0"
"BBQ Lover's *Local Specialty* - Rectangle Slice","280.0","99","34","0"
"BBQ Lover's *Local Specialty* - Small Hand Tossed Slice","160.0","54","20","0"
"BBQ Lover's *Local Specialty* - Small Original Pan Slice","170.0","63","19","0"
"BBQ Lover's *Local Specialty* - Small Thin 'N Crispy Slice","140.0","45","17","0"
"Beef - Express Personal Pan Pizza","180.0","90","17","0"
"Beer, Light","100.0","0","6","0"
"Beer, Regular","150.0","0","13","0"
"Black Forest Ham & Cheese Diablo Sandwich w/ Potato Chips","860.0","351","89","0"
"Black Forest Ham & Cheese Diablo Sandwich w/ Straight-Cut Fries","1170.0","477","133","0"
"Black Forest Ham & Cheese Sandwich *Local Specialty* w/ Potato Chips","920.0","369","89","0"
"Black Forest Ham & Cheese Sandwich *Local Specialty* w/ Straight-Cut Fries","1240.0","495","133","0"
"Black Forest Ham & Cheese Sandwich w/ Potato Chips","850.0","351","88","0"
"Black Forest Ham & Cheese Sandwich w/ Straight-Cut Fries","1170.0","477","132","0"
"BLT *Local Specialty* - Large Hand Tossed Slice","350.0","162","33","0"
"BLT *Local Specialty* - Large Original Pan Slice","420.0","216","35","0"
"BLT *Local Specialty* - Large Original Stuffed Crust Slice","390.0","198","34","0"
"BLT *Local Specialty* - Large Thin 'N Crispy Slice","330.0","162","28","0"
"BLT *Local Specialty* - Medium Hand Tossed Slice","250.0","108","25","0"
"BLT *Local Specialty* - Medium Original Pan Slice","290.0","135","27","0"
"BLT *Local Specialty* - Medium Thin 'N Crispy Slice","230.0","108","21","0"
"BLT *Local Specialty* - Personal Pan Pizza Slice","170.0","81","17","0"
"BLT *Local Specialty* - Rectangle Slice","280.0","126","28","0"
"BLT *Local Specialty* - Small Hand Tossed Slice","150.0","63","16","0"
"BLT *Local Specialty* - Small Original Pan Slice","160.0","72","15","0"
"BLT *Local Specialty* - Small Thin 'N Crispy Slice","130.0","54","13","0"
"BLT Salad w/o Dressing - Entree","400.0","234","26","0"
"Blue Cheese Dipping Sauce","220.0","207","2","1"
"Blue Cheese Dressing Cup (Entree Salad)","450.0","432","3","1"
"Blue Cheese Dressing Cup (Side Salad)","220.0","216","1","1"
"Blueberry Dessert Pizza","230.0","36","46","0"
"Breadstick Appetizer Sampler *Local Specialty*","930.0","342","118","0"
"Breadsticks","140.0","41","19","0"
"Breadsticks with Extra Cheese (each)","210.0","90","21","0"
"Broccoli & Cheese Soup with Crackers (Bowl)","530.0","333","35","0"
"Broccoli & Cheese Soup with Crackers (Cup)","280.0","171","20","0"
"Bruschetta (1 piece)","280.0","171","20","0"
"Bud Light","110.0","0","7","0"
"Budweiser","150.0","0","11","0"
"Buffalo Burnin' Hot Bone-Out Wing","90.0","36","9","0"
"Buffalo Burnin' Hot Sauce (per 1 Bone Out Wing)","15.0","0","3","0"
"Buffalo Burnin' Hot Sauce (per 1 Traditional Wing)","20.0","0","5","0"
"Buffalo Burnin' Hot Traditional Bone-In Wing","100.0","41","5","0"
"Buffalo Chicken - 18 inch Slice","380.0","99","54","0"
"Buffalo Chicken - Big New Yorker Slice","350.0","81","52","0"
"Buffalo Chicken - Express Personal Pan Pizza","160.0","45","22","0"
"Buffalo Chicken - Heart Shape Pizza","1350.0","369","177","0"
"Buffalo Chicken - Large Cheesy Bites Slice (Limited Time)","320.0","99","39","0"
"Buffalo Chicken - Large Hand Tossed Slice","270.0","72","37","0"
"Buffalo Chicken - Large Original Pan Slice","350.0","126","40","0"
"Buffalo Chicken - Large Original Stuffed Crust Slice","310.0","99","39","0"
"Buffalo Chicken - Large Thin 'N Crispy Slice","250.0","72","33","0"
"Buffalo Chicken - Medium Hand Tossed Slice","200.0","45","28","0"
"Buffalo Chicken - Medium Original Pan Slice","240.0","81","31","0"
"Buffalo Chicken - Medium Thin 'N Crispy Slice","190.0","45","25","0"
"Buffalo Chicken - Personal Pan Pizza Slice","160.0","45","22","0"
"Buffalo Chicken - Rectangle Slice","240.0","72","32","0"
"Buffalo Chicken - Small Express Hand Tossed Pizza","270.0","63","38","0"
"Buffalo Chicken - Small Express Thin 'N Crispy Pizza","230.0","54","32","0"
"Buffalo Chicken - Small Hand Tossed Slice","130.0","32","19","0"
"Buffalo Chicken - Small Original Pan Slice","140.0","45","18","0"
"Buffalo Chicken - Small Thin 'N Crispy Slice","110.0","27","16","0"
"Buffalo Chicken Nachos","1110.0","450","132","0"
"Buffalo Chicken Salad *Local Specialty* w/o Dressing - Entree","730.0","306","75","0"
"Buffalo Dipping Sauce (3 oz)","140.0","0","35","0"
"Buffalo Medium Bone-Out Wing","90.0","36","9","0"
"Buffalo Medium Sauce (per 1 Bone Out Wing)","15.0","0","3","0"
"Buffalo Medium Sauce (per 1 Traditional Wing)","20.0","0","4","0"
"Buffalo Medium Traditional Bone-In Wing","100.0","41","5","0"
"Buffalo Mild Bone-Out Wing","90.0","36","10","0"
"Buffalo Mild Sauce (per 1 Bone Out Wing)","15.0","0","3","0"
"Buffalo Mild Sauce (per 1 Traditional Wing)","20.0","0","5","0"
"Buffalo Mild Traditional Bone-In Wing","100.0","41","5","0"
"Buffalo Ranch Dipping Sauce (3 oz) (Limited Time)","290.0","270","3","1"
"Busch Light","100.0","0","3","0"
"Caesar Dressing Cup (Side Salad)","180.0","171","3","1"
"Cajun Rub - Bone Out Wing (each)","80.0","36","6","0"
"Cajun Rub - Traditional Bone-In Wing (each)","80.0","41","1","0"
"Cajun-Style Rub (per 1 Bone Out Wing)","0.0","0","0","0"
"Cajun-Style Rub (per 1 Traditional Wing)","0.0","0","0","0"
"Cavatini Meat Lover's w/ Garlic Bread","890.0","324","112","0"
"Cavatini Meat Sauce w/ Garlic Bread","1020.0","387","115","0"
"Cavatini Supreme (whole pan)","1290.0","306","197","0"
"Cavatini Supreme w/ Garlic Bread","780.0","225","113","0"
"Cavatini Veggie Lover's w/ Garlic Bread","630.0","90","113","0"
"Cheese & Mushroom - 18 inch Slice","360.0","90","51","0"
"Cheese - 18 inch Slice","410.0","126","51","0"
"Cheese - Big New Yorker Slice","350.0","99","48","0"
"Cheese - Express Personal Pan Pizza","150.0","54","17","0"
"Cheese - Heart Shape Pizza","1430.0","522","156","0"
"Cheese - Large Cheesy Bites Slice (Limited Time)","330.0","117","36","0"
"Cheese - Large Hand Tossed Slice","290.0","90","34","0"
"Cheese - Large Original Pan Slice","360.0","153","37","0"
"Cheese - Large Original Stuffed Crust Slice","310.0","117","35","0"
"Cheese - Large Thin 'N Crispy Slice","260.0","90","29","0"
"Cheese - Medium Hand Tossed Slice","210.0","72","26","0"
"Cheese - Medium Original Pan Slice","250.0","90","28","0"
"Cheese - Medium Thin 'N Crispy Slice","190.0","63","22","0"
"Cheese - Personal Pan Pizza Slice","150.0","54","17","0"
"Cheese - Rectangle Slice","240.0","81","29","0"
"Cheese - Small Express Hand Tossed Pizza","250.0","81","32","0"
"Cheese - Small Express Thin 'N Crispy Pizza","220.0","72","27","0"
"Cheese - Small Hand Tossed Slice","130.0","41","17","0"
"Cheese - Small Original Pan Slice","140.0","54","16","0"
"Cheese - Small Thin 'N Crispy Slice","110.0","32","13","0"
"Cheese - Udi's Gluten-Free Crust","110.0","36","14","0"
"Cheese and Jalapeno - Small Express Hand Tossed Pizza","230.0","63","32","0"
"Cheese Dipping Sauce (3 oz) (Limited Time)","250.0","180","11","0"
"Cheese Sticks","150.0","41","20","0"
"Cheesy Dip 'N Chips","660.0","324","78","0"
"Cherry Dessert Pizza","240.0","36","47","0"
"Chicken Bacon Parmesan - Heart Shape Pizza","1570.0","648","147","0"
"Chicken Caesar Salad no Dressing - Entree","470.0","225","27","0"
"Chicken Garden Salad w/o Dressing - Entree","390.0","153","34","0"
"Chicken Milano Bake with Garlic Bread","890.0","468","64","0"
"Chicken Supreme - Express Personal Pan Pizza","150.0","45","18","0"
"Chicken Supreme - Small Express Hand Tossed Pizza","250.0","63","33","0"
"Chicken Supreme - Small Express Thin 'N Crispy Pizza","210.0","54","28","0"
"Chicken-Bacon Parmesan - 18 inch Slice","460.0","180","49","0"
"Chicken-Bacon Parmesan - Big New Yorker Slice","380.0","126","47","0"
"Chicken-Bacon Parmesan - Express Personal Pan Pizza","180.0","72","17","0"
"Chicken-Bacon Parmesan - Large Cheesy Bites Slice (Limited Time)","330.0","126","35","0"
"Chicken-Bacon Parmesan - Large Hand Tossed Slice","310.0","117","33","0"
"Chicken-Bacon Parmesan - Large Original Pan Slice","390.0","180","35","0"
"Chicken-Bacon Parmesan - Large Original Stuffed Crust Slice","350.0","144","34","0"
"Chicken-Bacon Parmesan - Large Thin 'N Crispy Slice","290.0","117","28","0"
"Chicken-Bacon Parmesan - Medium Hand Tossed Slice","230.0","81","25","0"
"Chicken-Bacon Parmesan - Medium Original Pan Slice","270.0","117","27","0"
"Chicken-Bacon Parmesan - Medium Thin 'N Crispy Slice","210.0","81","21","0"
"Chicken-Bacon Parmesan - Personal Pan Pizza Slice","180.0","72","17","0"
"Chicken-Bacon Parmesan - Rectangle Slice","270.0","108","28","0"
"Chicken-Bacon Parmesan - Small Express Hand Tossed Pizza","270.0","90","31","0"
"Chicken-Bacon Parmesan - Small Express Thin 'N Crispy Pizza","250.0","99","26","0"
"Chicken-Bacon Parmesan - Small Hand Tossed Slice","150.0","54","16","0"
"Chicken-Bacon Parmesan - Small Original Pan Slice","160.0","72","15","0"
"Chicken-Bacon Parmesan - Small Thin 'N Crispy Slice","130.0","54","13","0"
"Chopped Salad *Local Specialty* w/o Dressing - Entree","230.0","99","8","0"
"Cinnabon Mini Rolls, 1 roll (10 rolls per order)","80.0","27","12","0"
"Cinnamon Stick","80.0","23","13","0"
"Cinnamon Sticks White Icing Dipping Cup (2 oz)","180.0","0","44","0"
"Classic Caesar Salad no Dressing - Shared","180.0","63","24","0"
"Coors","150.0","0","11","0"
"Coors Lite","100.0","0","5","0"
"Corona Extra","150.0","0","14","0"
"Creamy Caesar Dressing for Entree/Shared Salad","360.0","333","5","1"
"Creamy Chicken Alfredo Bake with Garlic Bread","900.0","477","62","0"
"Creamy Italian Dressing Cup (Side Salad)","170.0","162","2","1"
"Creamy Italian Dressing for Entree/Shared Salad","350.0","333","4","1"
"Creamy Tomato Basil Soup with Crackers (Bowl)","390.0","207","37","0"
"Creamy Tomato Basil Soup with Crackers (Cup)","210.0","108","21","0"
"Crispy Chicken *Local Specialty* w/o Dressing - Entree","740.0","360","58","0"
"Crispy Cobb Salad *Local Specialty* w/o Dressing - Entree","700.0","405","40","0"
"Dessert/Sweet Wine","280.0","0","24","0"
"Diet Pepsi (2 L)","0.0","0","0","0"
"Diet Pepsi (20 fl oz)","0.0","0","0","0"
"Domestic Beer","150.0","0","13","0"
"Dos Equis Lager","150.0","0","12","0"
"Egg & Cheese Biscuit","370.0","198","28","0"
"Express Pasta Pounder Chicken Alfredo (whole pan)","750.0","342","66","0"
"Express Pasta Pounder Meaty Marinara (whole pan)","720.0","279","78","0"
"Express Personal Pan Breakfast Pizza - Egg & Cheese","140.0","41","17","0"
"Express Personal Pan Breakfast Pizza - Egg, Bacon & Cheese","180.0","72","17","0"
"Express Personal Pan Breakfast Pizza - Egg, Sausage & Cheese","190.0","90","17","0"
"Express Personal Pan Breakfast Pizza - Egg, Sausage, Bacon & Cheese","190.0","81","17","0"
"Express Salads - Asian","330.0","171","21","0"
"Express Salads - Athenian","560.0","315","36","0"
"Express Salads - Caesar","460.0","216","30","0"
"Express Salads - Garden","210.0","81","25","0"
"Express Sandwich - Black Forest Ham & Cheese","730.0","288","70","0"
"Express Sandwich - Roasted Turkey & Provolone","720.0","279","74","0"
"Express Sandwich - Supremo","840.0","387","70","0"
"Express Sides - Bread Bites","45.0","9","8","0"
"Express Sides - Pretzel Bites","40.0","9","8","0"
"Express Small Hand Tossed Breakfast Pizza - Egg & Cheese","240.0","72","79","0"
"Express Small Hand Tossed Breakfast Pizza - Egg, Bacon & Cheese","280.0","108","30","0"
"Express Small Hand Tossed Breakfast Pizza - Egg, Sausage & Cheese","320.0","144","30","0"
"Express Small Hand Tossed Breakfast Pizza - Egg, Sausage, Bacon & Cheese","310.0","135","30","0"
"Extra Pizza BBQ Dipping Sauce","120.0","9","31","0"
"Extra Pizza Buffalo Dipping Sauce","80.0","9","21","0"
"Fiesta Taco (Beef) - Large Hand Tossed Slice","360.0","144","42","0"
"Fiesta Taco (Beef) - Large Original Pan Slice","440.0","198","44","0"
"Fiesta Taco (Beef) - Large Original Stuffed Crust Slice","420.0","180","44","0"
"Fiesta Taco (Beef) - Large Thin 'N Crispy Slice","340.0","135","37","0"
"Fiesta Taco (Beef) - Medium Hand Tossed Slice","280.0","108","33","0"
"Fiesta Taco (Beef) - Medium Original Pan Slice","310.0","126","35","0"
"Fiesta Taco (Beef) - Medium Thin 'N Crispy Slice","260.0","99","29","0"
"Fiesta Taco (Beef) - Personal Pan Pizza Slice","200.0","90","21","0"
"Fiesta Taco (Beef) - Rectangle","310.0","126","36","0"
"Fiesta Taco (Beef) - Small Hand Tossed Slice","170.0","63","20","0"
"Fiesta Taco (Beef) - Small Original Pan Slice","180.0","72","19","0"
"Fiesta Taco (Beef) - Small Thin 'N Crispy Slice","150.0","54","17","0"
"Fiesta Taco (Chicken) - Large Hand Tossed Slice","330.0","108","42","0"
"Fiesta Taco (Chicken) - Large Original Pan Slice","400.0","162","44","0"
"Fiesta Taco (Chicken) - Large Original Stuffed Crust Slice","390.0","144","44","0"
"Fiesta Taco (Chicken) - Large Thin 'N Crispy Slice","310.0","99","37","0"
"Fiesta Taco (Chicken) - Medium Hand Tossed Slice","250.0","81","33","0"
"Fiesta Taco (Chicken) - Medium Original Pan Slice","290.0","108","35","0"
"Fiesta Taco (Chicken) - Medium Thin 'N Crispy Slice","240.0","81","29","0"
"Fiesta Taco (Chicken) - Personal Pan Pizza Slice","180.0","63","21","0"
"Fiesta Taco (Chicken) - Rectangle Slice","290.0","99","36","0"
"Fiesta Taco (Chicken) - Small Hand Tossed Slice","150.0","45","20","0"
"Fiesta Taco (Chicken) - Small Original Pan Slice","170.0","63","19","0"
"Fiesta Taco (Chicken) - Small Thin 'N Crispy Slice","130.0","41","17","0"
"Four Pepper Pepperoni - 18 inch Slice","390.0","117","51","0"
"French Dressing Cup (Side Salad)","160.0","108","15","0"
"French Dressing for Entree/Shared Salad","330.0","207","29","0"
"Fried Apple Pie","170.0","81","22","0"
"Fried Mozzarella Cheese Stick (1)","80.0","45","7","0"
"Fried Nacho Straight-Cut Fries","1320.0","693","133","0"
"Fried Onion Rings w/ Ketchup","860.0","450","93","0"
"Fried Quepapas w/ Ranch Dipping Cup","690.0","414","55","0"
"Garden Chicken *Local Specialty* - Large Hand Tossed Slice","270.0","81","35","0"
"Garden Chicken *Local Specialty* - Large Original Pan Slice","350.0","135","38","0"
"Garden Chicken *Local Specialty* - Large Original Stuffed Crust Slice","320.0","108","37","0"
"Garden Chicken *Local Specialty* - Large Thin 'N Crispy Slice","250.0","81","31","0"
"Garden Chicken *Local Specialty* - Medium Hand Tossed Slice","200.0","54","26","0"
"Garden Chicken *Local Specialty* - Medium Original Pan Slice","nan","nan","nan","0"
"Garden Chicken *Local Specialty* - Medium Thin 'N Crispy Slice","190.0","54","23","0"
"Garden Chicken *Local Specialty* - Personal Pan Pizza Slice","160.0","54","18","0"
"Garden Chicken *Local Specialty* - Rectangle Slice","240.0","81","30","0"
"Garden Chicken *Local Specialty* - Small Hand Tossed Slice","130.0","32","17","0"
"Garden Chicken *Local Specialty* - Small Original Pan Slice","140.0","45","16","0"
"Garden Chicken *Local Specialty* - Small Thin 'N Crispy Slice","110.0","32","14","0"
"Garden Chicken - Big New Yorker Slice","120.0","63","7","0"
"Garden Fresh *Local Specialty* - Large Hand Tossed Slice","260.0","72","36","0"
"Garden Fresh *Local Specialty* - Large Original Pan Slice","340.0","135","39","0"
"Garden Fresh *Local Specialty* - Large Original Stuffed Crust Slice","310.0","108","37","0"
"Garden Fresh *Local Specialty* - Large Thin 'N Crispy Slice","240.0","72","31","0"
"Garden Fresh *Local Specialty* - Medium Hand Tossed Slice","190.0","54","27","0"
"Garden Fresh *Local Specialty* - Medium Original Pan Slice","240.0","81","29","0"
"Garden Fresh *Local Specialty* - Medium Thin 'N Crispy Slice","180.0","54","24","0"
"Garden Fresh *Local Specialty* - Personal Pan Pizza Slice","150.0","54","18","0"
"Garden Fresh *Local Specialty* - Rectangle Slice","230.0","72","30","0"
"Garden Fresh *Local Specialty* - Small Hand Tossed Slice","120.0","32","18","0"
"Garden Fresh *Local Specialty* - Small Original Pan Slice","130.0","45","17","0"
"Garden Fresh *Local Specialty* - Small Thin 'N Crispy Slice","100.0","27","14","0"
"Garden Fresh - Big New Yorker Slice","110.0","54","7","0"
"Garden Salad no Dressing - Shared","210.0","63","31","0"
"Garlic Bread","140.0","72","15","0"
"Garlic Bread with Cheese","210.0","117","16","0"
"Garlic Cheesesticks (each)","180.0","63","21","0"
"Garlic Dipping Sauce","100.0","90","3","1"
"Garlic Parmesan Bone-Out Wing","130.0","81","6","0"
"Garlic Parmesan Sauce (per 1 Bone Out Wing)","45.0","45","0","1"
"Garlic Parmesan Sauce (per 1 Traditional Wing)","60.0","63","0","1"
"Garlic Parmesan Traditional Bone-In Wing","140.0","99","1","1"
"General Tso's Dressing for Entree/Shared Salad","90.0","0","21","0"
"Grilled Chicken Caesar *Local Specialty* w/o Dressing - Entree","360.0","126","27","0"
"Grilled Chicken Garden *Local Specialty* w/o Dressing - Entree","460.0","207","31","0"
"Half-Size Meatless Spaghetti w/ Garlic Bread","430.0","108","66","0"
"Half-Size Meatless Spaghetti w/ Meatballs w/ Garlic Bread","640.0","243","71","0"
"Half-Size Spaghetti w/ Meat Sauce w/ Garlic Bread","610.0","252","68","0"
"Half-Size Spaghetti w/ Meat Sauce w/ Meatballs w/ Garlic Bread","820.0","387","73","0"
"Ham and Pepperoni - Small Express Hand Tossed Pizza","250.0","81","32","0"
"Harvest Salad w/o Dressing - Entree","470.0","171","48","0"
"Hashbrowns","190.0","81","27","0"
"Hawaii Caesar Salad *Local Specialty* w/o Dressing - Entree","60.0","23","6","0"
"Hawaii Chicken Caesar Salad *Local Specialty* w/o Dressing - Entree","140.0","41","8","0"
"Hawaii Garden Salad *Local Specialty* w/o Dressing - Entree","50.0","4.5","11","0"
"Hawaii Garden Salad *Local Specialty* w/o Dressing - Side","15.0","0","3","0"
"Hawaiian *Local Specialty* - Large Hand Tossed Slice","270.0","72","36","0"
"Hawaiian *Local Specialty* - Large Original Pan Slice","340.0","126","39","0"
"Hawaiian *Local Specialty* - Large Original Stuffed Crust Slice","310.0","108","38","0"
"Hawaiian *Local Specialty* - Large Thin 'N Crispy Slice","250.0","72","32","0"
"Hawaiian *Local Specialty* - Medium Hand Tossed Slice","190.0","45","27","0"
"Hawaiian *Local Specialty* - Medium Original Pan Slice","240.0","81","30","0"
"Hawaiian *Local Specialty* - Medium Thin 'N Crispy Slice","180.0","45","25","0"
"Hawaiian *Local Specialty* - Personal Pan Pizza Slice","140.0","45","18","0"
"Hawaiian *Local Specialty* - Rectangle Slice","230.0","72","30","0"
"Hawaiian *Local Specialty* - Small Hand Tossed Slice","120.0","27","17","0"
"Hawaiian *Local Specialty* - Small Original Pan Slice","130.0","45","17","0"
"Hawaiian *Local Specialty* - Small Thin 'N Crispy Slice","100.0","27","15","0"
"Hawaiian - Express Personal Pan Pizza","140.0","45","18","0"
"Hawaiian - Small Express Hand Tossed Pizza","240.0","63","33","0"
"Hawaiian - Small Express Thin 'N Crispy Pizza","210.0","54","29","0"
"Hawaiian Chicken - 18 inch Slice","390.0","99","54","0"
"Hawaiian Chicken - Big New Yorker Slice","350.0","81","50","0"
"Hawaiian Chicken - Express Personal Pan Pizza","150.0","45","18","0"
"Hawaiian Chicken - Heart Shape Pizza","1390.0","432","164","0"
"Hawaiian Chicken - Large Cheesy Bites Slice (Limited Time)","320.0","108","38","0"
"Hawaiian Chicken - Large Hand Tossed Slice","280.0","81","36","0"
"Hawaiian Chicken - Large Original Pan Slice","350.0","126","38","0"
"Hawaiian Chicken - Large Original Stuffed Crust Slice","310.0","99","37","0"
"Hawaiian Chicken - Large Thin 'N Crispy Slice","250.0","72","31","0"
"Hawaiian Chicken - Medium Hand Tossed Slice","200.0","54","27","0"
"Hawaiian Chicken - Medium Original Pan Slice","240.0","81","29","0"
"Hawaiian Chicken - Medium Thin 'N Crispy Slice","180.0","54","24","0"
"Hawaiian Chicken - Personal Pan Pizza Slice","150.0","45","18","0"
"Hawaiian Chicken - Rectangle Slice","230.0","72","30","0"
"Hawaiian Chicken - Small Express Hand Tossed Pizza","250.0","63","33","0"
"Hawaiian Chicken - Small Express Thin 'N Crispy Pizza","220.0","63","29","0"
"Hawaiian Chicken - Small Hand Tossed Slice","130.0","32","17","0"
"Hawaiian Chicken - Small Original Pan Slice","140.0","45","16","0"
"Hawaiian Chicken - Small Thin 'N Crispy Slice","110.0","27","14","0"
"Hawaiian Luau - Large Hand Tossed Slice","280.0","90","35","0"
"Hawaiian Luau - Large Original Pan Slice","350.0","144","38","0"
"Hawaiian Luau - Large Original Stuffed Crust Slice","320.0","117","36","0"
"Hawaiian Luau - Large Thin 'N Crispy Slice","260.0","81","31","0"
"Hawaiian Luau - Medium Hand Tossed Slice","210.0","63","27","0"
"Hawaiian Luau - Medium Original Pan Slice","240.0","90","29","0"
"Hawaiian Luau - Medium Thin 'N Crispy Slice","190.0","63","23","0"
"Hawaiian Luau - Personal Pan Pizza Slice","150.0","54","18","0"
"Hawaiian Luau - Rectangle","240.0","81","30","0"
"Hawaiian Luau - Small Hand Tossed Slice","130.0","41","17","0"
"Hawaiian Luau - Small Original Pan Slice","140.0","45","16","0"
"Hawaiian Luau - Small Thin 'N Crispy Slice","110.0","32","14","0"
"Hawaiian Teriyaki - Bone Out Wing (each)","90.0","36","9","0"
"Hawaiian Teriyaki - Traditional Bone-In Wing (each)","100.0","41","4","0"
"Hawaiian Teriyaki Sauce (per 1 Bone Out Wing)","15.0","0","3","0"
"Hawaiian Teriyaki Sauce (per 1 Traditional Wing)","15.0","0","4","0"
"Heineken","150.0","0","12","0"
"Heinz Dip and Squeeze Ketchup","30.0","0","8","0"
"HERSHEY'S Triple Chocolate Brownie (1/6th square)","380.0","144","56","0"
"HERSHEY'S Triple Chocolate Brownie (1/9th square)","260.0","99","37","0"
"Honey BBQ Bone-Out Wing","100.0","36","11","0"
"Honey BBQ Sauce (per 1 Bone Out Wing)","20.0","0","5","0"
"Honey BBQ Sauce (per 1 Traditional Wing)","25.0","0","7","0"
"Honey BBQ Traditional Bone-In Wing","110.0","41","7","0"
"Honey Mustard Dipping Cup (1.5 oz)","200.0","162","11","0"
"Hot Cinnamon Apple Pie Caramel Sauce (3 oz)","270.0","14","63","0"
"Individual (4 inch) HERSHEY'S Chocolate Chip Cookie (each)","300.0","126","45","0"
"Individual Chocolate Chip Cookie (1.25 oz) *Local Specialty* (each)","170.0","72","23","0"
"Italian Classic - Personal Pan Pizza Slice","190.0","90","17","0"
"Italian Garden Salad *Local Specialty* w/o Dressing - Entree","270.0","171","12","0"
"Italian Sausage - 18 inch Slice","440.0","162","51","0"
"Italian Sausage - Express Personal Pan Pizza","190.0","90","17","0"
"Italian Sausage - Small Express Hand Tossed Pizza","310.0","135","32","0"
"Italian Sausage - Small Express Thin 'N Crispy Pizza","280.0","126","27","0"
"Italian Trio - Express Personal Pan Pizza","180.0","81","17","0"
"Italian Trio - Small Thin 'N Crispy Slice","130.0","54","13","0"
"Lay's Classic Potato Chips","150.0","90","15","0"
"Lemon Pepper Rub (per 1 Bone Out Wing)","0.0","0","0","0"
"Lemon Pepper Rub (per 1 Traditional Wing)","0.0","0","0","0"
"Lemon Pepper Rub - Bone Out Wing (each)","80.0","36","6","0"
"Lemon Pepper Rub - Traditional Bone-In Wing (each)","80.0","41","1","0"
"Light Italian Vinaigrette Dressing Cup (Side Salad)","80.0","54","6","0"
"Light Italian Vinaigrette Dressing for Entree/Shared Salad","150.0","99","11","0"
"Light Ranch Dressing Cup (Side Salad)","80.0","63","1","1"
"Light Ranch Dressing for Entree/Shared Salad","150.0","135","3","1"
"Loaded Baked Potato Soup with Crackers (Bowl)","600.0","360","41","0"
"Loaded Baked Potato Soup with Crackers (Cup)","320.0","189","23","0"
"Marinara Dipping Cup (2 oz)","30.0","0","6","0"
"Marinara Dipping Sauce","45.0","0","9","0"
"Meat Eater - Small Express Hand Tossed Pizza","320.0","126","33","0"
"Meat Eater - Small Express Thin 'N Crispy Pizza","280.0","126","25","0"
"Meat Lover's - 18 inch Slice","500.0","216","51","0"
"Meat Lover's - Big New Yorker Slice","460.0","189","48","0"
"Meat Lover's - Express Personal Pan Pizza","210.0","108","18","0"
"Meat Lover's - Heart Shape Pizza","2030.0","1044","155","0"
"Meat Lover's - Large Cheesy Bites Slice (Limited Time)","400.0","180","36","0"
"Meat Lover's - Large Hand Tossed Slice","390.0","189","34","0"
"Meat Lover's - Large Original Pan Slice","470.0","243","37","0"
"Meat Lover's - Large Original Stuffed Crust Slice","430.0","216","36","0"
"Meat Lover's - Large Thin 'N Crispy Slice","370.0","180","29","0"
"Meat Lover's - Medium Hand Tossed Slice","280.0","135","26","0"
"Meat Lover's - Medium Original Pan Slice","320.0","153","28","0"
"Meat Lover's - Medium Thin 'N Crispy Slice","260.0","126","22","0"
"Meat Lover's - Personal Pan Pizza Slice","210.0","108","17","0"
"Meat Lover's - Rectangle Slice","310.0","144","29","0"
"Meat Lover's - Small Express Hand Tossed Pizza","350.0","162","32","0"
"Meat Lover's - Small Express Thin 'N Crispy Pizza","320.0","153","27","0"
"Meat Lover's - Small Hand Tossed Slice","180.0","81","17","0"
